id,file,procedure,header,tags
ee4ed4b7,affine_transform_image.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
36d6f67c,affine_transform_image_size.hdev,main,Align the building in the center of the image horizontally and crop it out of the image.,"hdev,halcon-25.05.0.0,file-v1.2"
a6be7423,blended_mosaic.hdev,main,This example program shows how 72 images of the interior of a church can be combined into a mosaic that covers a 360x140 degree view.  The mosaic image is created in two ways: as a spherical and as a ...,"hdev,halcon-25.05.0.0,file-v1.2"
ac228b65,convert_map_type.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
55c6558d,map_image.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
2b9b66c9,projective_trans_image.hdev,main,This program shows how to use hom_mat3d_project and projective_trans_image to rotate an image in 3D.,"hdev,halcon-25.05.0.0,file-v1.2"
3451c3cc,projective_trans_image_reduced.hdev,main,This program shows how to use hom_mat3d_project and projective_trans_image to rotate an image with a reduced domain in 3D.,"hdev,halcon-25.05.0.0,file-v1.2"
bb5c1feb,harmonic_interpolation.hdev,main,"This example program shows how harmonic_interpolation can be used to fill up the areas that cannot be reconstructed with stereo reconstruction, e.g., because of occlusions or missing texture.  You wil...","hdev,halcon-25.05.0.0,file-v1.2"
1aaf7f5e,inpainting_aniso.hdev,main,"This example program shows how inpainting_aniso can be used to fill up the areas that cannot be reconstructed with stereo reconstruction, e.g., because of occlusions or missing texture.  You will see ...","hdev,halcon-25.05.0.0,file-v1.2"
8ee4eaef,inpainting_ced.hdev,main,"This example program shows how inpainting_ced can be used to fill up the areas that cannot be reconstructed with stereo reconstruction, e.g., because of occlusions or missing texture.  You will see th...","hdev,halcon-25.05.0.0,file-v1.2"
c3fabbd3,inpainting_ct.hdev,main,This example program shows how inpainting_ct can be used to remove the fence from an image of a lynx.,"hdev,halcon-25.05.0.0,file-v1.2"
a02e1f14,inpainting_mcf.hdev,main,"This example program shows how inpainting_mcf can be used to fill up the areas that cannot be reconstructed with stereo reconstruction, e.g., because of occlusions or missing texture.  You will see th...","hdev,halcon-25.05.0.0,file-v1.2"
872f4c36,inpainting_texture.hdev,main,This example program shows how inpainting_texture can be used to remove unwanted objects from an image and replace them with natural looking texture,"hdev,halcon-25.05.0.0,file-v1.2"
75d2c634,bandpass_image.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
59177edd,lines_color.hdev,main,This example program shows how to use lines_color and the differences between the output of lines_color and lines_gauss using an image in which some lines can only be extracted from a color image.,"hdev,halcon-25.05.0.0,file-v1.2"
f3b5f37e,lines_facet.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
e3d23cd5,lines_gauss.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
c178cfdc,exhaustive_match.hdev,main,Matching of a template and an image,"hdev,halcon-25.05.0.0,file-v1.2"
5ff9ecfb,gen_gauss_pyramid.hdev,main,Calculate a Gauss pyramid of scaled down images,"hdev,halcon-25.05.0.0,file-v1.2"
344ea3dc,lut_trans.hdev,main,Invert an image using the proper look-up table,"hdev,halcon-25.05.0.0,file-v1.2"
dec07a60,symmetry.hdev,main,Find a closed region of an image,"hdev,halcon-25.05.0.0,file-v1.2"
53e603de,corner_response.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
03af5d64,dots_image.hdev,main,This example program shows how to use dots_image to segment a dot print.,"hdev,halcon-25.05.0.0,file-v1.2"
8cc75905,interest_points_comparison.hdev,main,This program compares the result of different operators which detect points of interest,"hdev,halcon-25.05.0.0,file-v1.2"
0069168e,points_foerstner.hdev,main,This program illustrates how to use the Foerstner point detector.,"hdev,halcon-25.05.0.0,file-v1.2"
f93fe812,points_foerstner_ellipses.hdev,main,This example program illustrates the usage of the covariance matrices in conjunction with intensity().,"hdev,halcon-25.05.0.0,file-v1.2"
3dd6e7e5,points_foerstner_rotation.hdev,main,"This program illustrates the robustness of the Foerstner point detector. We extract the prominent points, once from the original image and once from a rotated image. The points from the rotated image ...","hdev,halcon-25.05.0.0,file-v1.2"
178370ee,points_harris.hdev,main,This program illustrates how to use the Harris point detector.,"hdev,halcon-25.05.0.0,file-v1.2"
28d8c41c,points_harris_binomial.hdev,main,This program illustrates how to use the Harris Binomial point detector.,"hdev,halcon-25.05.0.0,file-v1.2"
7f54aa13,points_harris_rotation.hdev,main,"This program illustrates the robustness of the Harris point detector. We extract the prominent points, once from the original image and once from a rotated image. The points from the rotated image are...","hdev,halcon-25.05.0.0,file-v1.2"
e7d2550e,points_lepetit.hdev,main,This program illustrates how to use the Lepetit point detector.,"hdev,halcon-25.05.0.0,file-v1.2"
923b6c99,points_sojka.hdev,main,This program illustrates how to use the Sojka corner detector.,"hdev,halcon-25.05.0.0,file-v1.2"
4c0dba34,scene_flow_globe.hdev,main,This example shows the usage of the two operators scene_flow_uncalib and scene_flow_calib to calculate the scene flow between two consecutive rectified stereo image pairs. The scene flow is the three-...,"hdev,halcon-25.05.0.0,file-v1.2"
3ead5230,binomial_filter.hdev,main,This example compares the performance of equivalent binomial and Gaussian filter. Therefore an image is smoothed with a binomial filter and a Gaussian filter with different filter sizes and sigma valu...,"hdev,halcon-25.05.0.0,file-v1.2"
48167a12,compare_edge_preserving_smoothing.hdev,main,This example program shows how to use anisotropic_diffusion to smooth an image while preserving or enhancing the edge information to different degrees. Prepare visualization,"hdev,halcon-25.05.0.0,file-v1.2"
191b41d1,compare_gauss_filters.hdev,main,"This example illustrates the differences between the diverse implementations of Gaussian filters provided by HALCON. While their results are very similar, the way they approximate the Gaussian differs...","hdev,halcon-25.05.0.0,file-v1.2"
8df20abc,fill_interlace.hdev,main,Interpolate 2 video half images,"hdev,halcon-25.05.0.0,file-v1.2"
685b31b2,isotropic_diffusion.hdev,main,"This example program shows how isotropic_diffusion can be used to smooth an image with a reduced domain in order to avoid artifacts at the border of the domain.  In standard filter operators, artifact...","hdev,halcon-25.05.0.0,file-v1.2"
48da0987,median_image.hdev,main,Smooth an image using the median filter,"hdev,halcon-25.05.0.0,file-v1.2"
86ea9656,median_rect.hdev,main,This example shows how median_rect can be used to enhance images by removing undesirable background information.,"hdev,halcon-25.05.0.0,file-v1.2"
d4e123e5,rank_image.hdev,main,Smooth an image with an arbitrary rank mask.,"hdev,halcon-25.05.0.0,file-v1.2"
6ad34615,rank_n.hdev,main,"This example program illustrates how to use rank_n to compute a background image of a scene with moving objects and that mean_n cannot be used to perform this task.  In particular, the background imag...","hdev,halcon-25.05.0.0,file-v1.2"
e1a1b7dc,rank_rect.hdev,main,This example shows that rank filtering with a rank different from 1 and the area of the mask can be used to implement a kind of gray value morphology that is less rigorous than the regular gray value ...,"hdev,halcon-25.05.0.0,file-v1.2"
d57a71f1,entropy_image.hdev,main,Calculate the entropy of gray values within a rectangular window,"hdev,halcon-25.05.0.0,file-v1.2"
8bad1cf2,texture_laws.hdev,main,"This example program shows the basic concept of how to use the Laws texture filters for the texture-based segmentation of an image. For simplicity reasons, only two different filter masks are used and...","hdev,halcon-25.05.0.0,file-v1.2"
4ea83a9d,texture_laws_mlp.hdev,main,"This example program shows how to segment an image based on texture by using an MLP pixel classifier, which is used directly and indirectly with a look-up table classifier (LUT). To construct a six-ch...","hdev,halcon-25.05.0.0,file-v1.2"
60ea8887,get_mposition.hdev,main,Query the mouse position,"hdev,halcon-25.05.0.0,file-v1.2"
51a04b71,create_drawing_object_circle_sector.hdev,main,"This example demonstrates how to use a drawing object of type 'circle_arc' for an interactive edge detection application. While interactively moving, resizing, or changing the angle of the drawing obj...","hdev,halcon-25.05.0.0,file-v1.2"
de3e3140,create_drawing_object_rectangle2.hdev,main,"This example demonstrates how to use a drawing object of type 'rectangle2' for an interactive measuring application. While interactively moving, resizing, or rotating the drawing object, straight edge...","hdev,halcon-25.05.0.0,file-v1.2"
6aad139c,disp_object_model_3d.hdev,main,This example shows how to use the operator disp_object_model_3d to display 3d object models. The example shows the usage of different visualization parameters and requires OpenGL!,"hdev,halcon-25.05.0.0,file-v1.2"
f1c80f0e,disp_xld.hdev,main,Display an XLD object.,"hdev,halcon-25.05.0.0,file-v1.2"
a4464117,plot_tuple.hdev,main,This example shows how to use the procedure plot_tuple to plot functions in a coordinate system. Initialize window,"hdev,halcon-25.05.0.0,file-v1.2"
8a5f77ca,advanced_visualization_settings.hdev,main,This example program shows three advanced topics how you can improve the visualization of your HDevelop programs: 1. Transparent regions and text boxes 2. Flicker-free visualization 3. High-quality im...,"hdev,halcon-25.05.0.0,file-v1.2"
13623d05,cancel_draw_result.hdev,main,This example program demonstrates the usage of the system setting 'cancel_draw_result' to enable user-defined actions when a draw operation is being canceled. Save the previous state of the system par...,"hdev,halcon-25.05.0.0,file-v1.2"
88f00c45,set_paint_3d_plot.hdev,main,This example demonstrates the usage of the '3d_plot' mode of the operator set_paint. The results of depth_from_focus are displayed in 3d and the user can manipulate the camera using the mouse.,"hdev,halcon-25.05.0.0,file-v1.2"
ef0500db,display_scene_3d.hdev,main,This example shows how to use 3d scenes to display 3d object models This example creates a simple scene with - one camera - one point light source - three object instances with different parameters Th...,"hdev,halcon-25.05.0.0,file-v1.2"
1d8cd709,read_string.hdev,main,Read a string with a predetermined maximum size in a text window,"hdev,halcon-25.05.0.0,file-v1.2"
a391612f,set_tposition.hdev,main,Set the position of the text cursor in the output window,"hdev,halcon-25.05.0.0,file-v1.2"
672b90f4,write_string.hdev,main,Print text in a window,"hdev,halcon-25.05.0.0,file-v1.2"
6d50346b,dump_window_data.hdev,main,dump_window_data.hdev: save all graphics in an image,"hdev,halcon-25.05.0.0,file-v1.2"
20a1103c,25industrial.hdev,main,Read bar codes of type 2/5 Industrial,"hdev,halcon-25.05.0.0,file-v1.2"
16f64cf2,25interleaved.hdev,main,Read bar codes of type 2/5 Interleaved,"hdev,halcon-25.05.0.0,file-v1.2"
3b67b0f2,barcode_autodiscrimination.hdev,main,Example program for the usage of the bar code reader autodiscrimination feature of HALCON. Create bar code reader model,"hdev,halcon-25.05.0.0,file-v1.2"
ecf2601b,barcode_orientation.hdev,main,Orientation with reading direction of a bar code,"hdev,halcon-25.05.0.0,file-v1.2"
363b7156,barcode_param_contrast_min.hdev,main,Example program for the usage of the bar code parameter 'contrast_min'. This parameter can be used to reduce the runtime of find_bar_code in the presence of a low contrast bar-like structures in an im...,"hdev,halcon-25.05.0.0,file-v1.2"
da6e630f,barcode_param_element_size_variable.hdev,main,"This example demonstrates how to use the bar code parameter 'element_size_variable' if surface deformations are present. To illustrate the effect of the parameter, both decoding results are shown in c...","hdev,halcon-25.05.0.0,file-v1.2"
36da688a,barcode_param_majority_voting.hdev,main,"This example program shows the effect of the bar code parameter 'majority_voting'. The bar code reader analyses multiple scanlines and tries to decode them. By default, this process is terminated as s...","hdev,halcon-25.05.0.0,file-v1.2"
bf40f410,barcode_param_meas_thresh_abs.hdev,main,Example program for the usage of the bar code parameter 'meas_thresh_abs'. This parameter can be used to reduce the number of false positives when finding bar code symbol regions which we expect to ha...,"hdev,halcon-25.05.0.0,file-v1.2"
ea8bbafe,barcode_param_num_scanlines.hdev,main,This example presents the bar code parameter 'num_scanlines'. With this parameter you can improve performance in two cases: - case 1: images with too many false candidates - case 2: images with stacke...,"hdev,halcon-25.05.0.0,file-v1.2"
047a1414,barcode_param_orientation.hdev,main,This example shows the use of the bar code parameters: orientation and orientation_tol Create Barcode reader,"hdev,halcon-25.05.0.0,file-v1.2"
547725d8,barcode_param_scanning_control.hdev,main,"This program demonstrates how to handle false bar code decoding. For this, the following two parameters can be used: - min_identical_scanlines - start_stop_tolerance In this particular example these p...","hdev,halcon-25.05.0.0,file-v1.2"
574f6d1e,barcode_param_stop_after_result_num.hdev,main,This example presents the bar code parameter 'stop_after_result_num'. With this parameter the decoding time can be decreased if the number of expected bar codes is known.,"hdev,halcon-25.05.0.0,file-v1.2"
e53c0a00,barcode_param_width_height.hdev,main,This example demonstrates how to use the bar code parameters 'barcode_height_min' and 'barcode_width_min' to narrow the number of detected candidate regions in which possible bar codes are searched fo...,"hdev,halcon-25.05.0.0,file-v1.2"
fd2e115a,barcode_quiet_zone.hdev,main,Example program showing what is the impact of the bar code parameter 'quiet_zone'. The program gives an example how to select the proper value for the parameter Prepare visualization settings and obje...,"hdev,halcon-25.05.0.0,file-v1.2"
4532c008,barcode_small_elements_robustness.hdev,main,This example shows how to find and decode a bar code with very small elements. In order to read such bar codes the parameter 'element_size_min' must be set to a value smaller than 2.0 and the paramete...,"hdev,halcon-25.05.0.0,file-v1.2"
b2bb2fb7,barcode_status.hdev,main,This example presents the bar code parameters 'status' and 'status_id' that can be used within get_bar_code_result to get additional information about possibly occurring errors when reading a bar code...,"hdev,halcon-25.05.0.0,file-v1.2"
e7b7338b,barcode_training.hdev,main,This example program demonstrates how to use the training mode of the bar code reader. The program is split into two main parts. In the first part the parameters of the bar code reader are trained. Th...,"hdev,halcon-25.05.0.0,file-v1.2"
e7d8aa7e,codabar.hdev,main,Read bar codes of type Codabar,"hdev,halcon-25.05.0.0,file-v1.2"
fb31567c,code128.hdev,main,Read bar codes of type Code 128,"hdev,halcon-25.05.0.0,file-v1.2"
90ec4d67,code32.hdev,main,This example program demonstrates how to read bar codes of type Code 32 using the HALCON bar code reader for Code 39 in combination with the procedure convert_code39_to_code32. 1. Step: Find and decod...,"hdev,halcon-25.05.0.0,file-v1.2"
a5e3e7d4,code39.hdev,main,Read bar codes of type Code 39,"hdev,halcon-25.05.0.0,file-v1.2"
3ac8e192,composite_print_quality_isoiec15416.hdev,main,"composite_print_quality_isoiec15416.hdev demonstrates how to check the print quality of composite bar codes. Additionally, it demonstrates the influence of different defects on the bar code's quality ...","hdev,halcon-25.05.0.0,file-v1.2"
3f05d83b,decode_bar_code_rectangle2.hdev,main,This example demonstrates how to use the operator decode_bar_code_rectangle2. The bar code region is extracted by simple segmentation and the returned rectangle2 parameters are passed to the operator ...,"hdev,halcon-25.05.0.0,file-v1.2"
79c39c5b,defect_barcode.hdev,main,This example program shows the bar code reader's ability to read defect bar codes. This is done by artificially removing a space in the bar code to different extents. The space is simply overpainted w...,"hdev,halcon-25.05.0.0,file-v1.2"
cea9298a,defect_ean13.hdev,main,"Read defect bar codes of type EAN-13. Even though these bar codes seem challenging, they can be read without adjusting any parameters.","hdev,halcon-25.05.0.0,file-v1.2"
c5e11d2d,ean13.hdev,main,Read bar codes of type EAN-13.,"hdev,halcon-25.05.0.0,file-v1.2"
8f757891,ean13addon5.hdev,main,Read bar code of type EAN-13 Add-On 5,"hdev,halcon-25.05.0.0,file-v1.2"
a4612d6b,ean8.hdev,main,Read bar codes of type EAN-8,"hdev,halcon-25.05.0.0,file-v1.2"
c316071c,gs1databar_composite.hdev,main,This program demonstrates the decoding of GS1 DataBar bar codes with Composite component,"hdev,halcon-25.05.0.0,file-v1.2"
9613025f,gs1databar_expanded.hdev,main,GS1 Expanded bar code symbology Create a bar code reader,"hdev,halcon-25.05.0.0,file-v1.2"
691b9237,gs1databar_expanded_stacked.hdev,main,GS1 DataBar Expanded Stacked bar code symbology Create a bar code reader,"hdev,halcon-25.05.0.0,file-v1.2"
b5f84a23,gs1databar_limited.hdev,main,GS1 DataBar bar code symbology Create bar code reader,"hdev,halcon-25.05.0.0,file-v1.2"
694ec89a,gs1databar_omnidir.hdev,main,GS1 DataBar Omnidirectional bar code symbology Create bar code reader,"hdev,halcon-25.05.0.0,file-v1.2"
782bc70f,gs1databar_stacked.hdev,main,GS1 DataBar Stacked bar code symbology Create bar code reader,"hdev,halcon-25.05.0.0,file-v1.2"
93d573f6,gs1databar_stacked_omnidir.hdev,main,GS1 DataBar Stacked Omnidirectional bar code symbology Create Barcode reader,"hdev,halcon-25.05.0.0,file-v1.2"
efb8b8e9,gs1databar_truncated.hdev,main,"GS1 DataBar Truncated bar code Note: GS1 DataBar Truncated is the same symbology as GS1 DataBar Omnidirectional, but smaller in height. Create bar code reader","hdev,halcon-25.05.0.0,file-v1.2"
d1ab5827,gs1_128.hdev,main,GS1-128 bar code symbology The symbol structure of GS1-128 bar codes is identical to a Code 128 symbols. This bar code type enforces merely additional rules for the data formatting: the data is organi...,"hdev,halcon-25.05.0.0,file-v1.2"
6e80d12c,inspect_scanlines.hdev,main,"This program demonstrates visualization of bar code scanlines. This visualization can be used to inspect the quality of images, where occlusions or print defects might prevent the bar code reader from...","hdev,halcon-25.05.0.0,file-v1.2"
2e3d015e,msi.hdev,main,Example program for decoding bar codes of type MSI Create Barcode reader with check character validation,"hdev,halcon-25.05.0.0,file-v1.2"
2e82e956,print_quality_isoiec15416.hdev,main,"print_quality_isoiec15416.hdev demonstrates how to check the print quality of bar codes. Additionally, it demonstrates the influence of different defects on the bar code's quality values. Constants fo...","hdev,halcon-25.05.0.0,file-v1.2"
b303b34a,set_bar_code_param_specific.hdev,main,Example program for the usage of the operators set_bar_code_param_specific and get_bar_code_param_specific. In this example we want to decode two bar codes in one image simultaneously but we demand th...,"hdev,halcon-25.05.0.0,file-v1.2"
52d3f9d5,2d_data_codes_arbitrary_distortions.hdev,main,"This example program shows problematic images with distorted symbols of the type ECC200 where some symbols can not be read. First, the program tries to find and decode the 2d data code symbols. Then, ...","hdev,halcon-25.05.0.0,file-v1.2"
c2838e5a,2d_data_codes_data_access.hdev,main,*************************************************************** This program shows how to access intermediate results while searching for data codes. This enables to obtain hints how the search proces...,"hdev,halcon-25.05.0.0,file-v1.2"
deec2662,2d_data_codes_default_settings.hdev,main,"*************************************************************** This program demonstrates how to read 2d data codes with the three basic default settings for standard recognition, enhanced recognition...","hdev,halcon-25.05.0.0,file-v1.2"
7bd81dde,2d_data_codes_minimize_module_gaps.hdev,main,This program demonstrates how to minimize large gaps between the modules by gray value morphology so that 2d data code symbols can be found and decoded.,"hdev,halcon-25.05.0.0,file-v1.2"
722cc228,2d_data_codes_minimize_noise.hdev,main,"This program demonstrates how to preproccess of a symbol with gaps, modules of different color, and a distorted quiet zone","hdev,halcon-25.05.0.0,file-v1.2"
2ed9b6d5,2d_data_codes_rectify_symbol.hdev,main,This program demonstrates how to read a slanted 2d data code by preprocessing with rectification,"hdev,halcon-25.05.0.0,file-v1.2"
cfde7d86,calibration_aimdpm_1_2006.hdev,main,EXAMPLE DESCRIPTION This program is a template and an example at once for execution of the reflectance calibration. The reflectance calibration is one of the required steps for the print quality inspe...,"hdev,halcon-25.05.0.0,file-v1.2"
c2b31cdf,ecc200_contrast_tolerance.hdev,main,"This example demonstrates the impact of the parameter 'contrast_tolerance' parameter of the ECC200 reader. If 'contrast_tolerance' is set to 'high', the ECC200 reader is more tolerant towards local co...","hdev,halcon-25.05.0.0,file-v1.2"
c6f7948f,ecc200_direct_mark_quality_semi_t10.hdev,main,*************************************************************** Example program that demonstrates the direct mark quality values of an ECC 200 data code based on the standard SEMI T10-0701. **********...,"hdev,halcon-25.05.0.0,file-v1.2"
d6398c62,ecc200_finder_pattern_tolerance.hdev,main,"This example program shows how to read ECC200 symbols with heavily disturbed finder pattern. In this example, one or more sides of the finder pattern are deformed. Therefore some example images that c...","hdev,halcon-25.05.0.0,file-v1.2"
3fffb938,ecc200_print_quality.hdev,main,*************************************************************** Example program that demonstrates the print quality grades of an ECC200 data code based on the standard ISO/IEC 15415:2011. ************...,"hdev,halcon-25.05.0.0,file-v1.2"
71004a29,ecc200_print_quality_intermediate_results.hdev,main,**************************************************************** Example program that shows intermediate results determined during the assessment of print quality grades of an ECC200 data code based o...,"hdev,halcon-25.05.0.0,file-v1.2"
b21e1818,ecc200_print_quality_modules.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
06f11671,ecc200_small_modules_robustness.hdev,main,"This example program shows how to find and decode ECC200 symbols that have a very small module size. To read these symbols successfully, the parameter 'small_modules_robustness', which is set to 'low'...","hdev,halcon-25.05.0.0,file-v1.2"
a06904df,ecc200_training.hdev,main,*************************************************************** This example program demonstrates how to train a 2d data model for a class of ECC 200 data matrix symbols and how to obtain the values o...,"hdev,halcon-25.05.0.0,file-v1.2"
1b77943e,gs1_data_codes.hdev,main,"GS1 DataMatrix, GS1 QR Code, GS1 Aztec Code, and GS1 DotCode symbology. The symbol structure of GS1 DataMatrix, GS1 QR Code, GS1 Aztec Code, and GS1 DotCode data codes is identical to the structure of...","hdev,halcon-25.05.0.0,file-v1.2"
79cc66f1,print_quality_aimdpm_1_2006.hdev,main,EXAMPLE DESCRIPTION This program is a template and an example at once for evaluation of a real 2D data code symbol according to the AIM DPM-1-2006 standard. This step should be performed -after- the r...,"hdev,halcon-25.05.0.0,file-v1.2"
6e10703b,print_quality_reflectance_reference.hdev,main,*************************************************************** Example program that demonstrates how to use a calibrated value for maximum reflectance for ISO/IEC 15415 print quality inspection for 2...,"hdev,halcon-25.05.0.0,file-v1.2"
e51d6a2a,print_quality_smallest_module_size.hdev,main,**************************************************************** Example program that demonstrates how to set the minimum module size for ISO/IEC 15415 print quality inspection of 2D symbols. The para...,"hdev,halcon-25.05.0.0,file-v1.2"
3653a9fb,qrcode_deformed.hdev,main,"This programs shows the robustness of the QR Code reader with respect to slight perspective distortions and local deformations when dealing with large codes. For this, an artificial image is randomly ...","hdev,halcon-25.05.0.0,file-v1.2"
d6768742,qrcode_with_common_problems.hdev,main,"This program creates artificial QR codes with common problems such as a low resolution, horizontal/vertical deformations, blur, and print loss/growth, and then reads these QR codes. Initialization.","hdev,halcon-25.05.0.0,file-v1.2"
2f3d5c60,get_grayval_contour_xld.hdev,main,This example demonstrates how to use the operator get_grayval_contour_xld.,"hdev,halcon-25.05.0.0,file-v1.2"
2ab811e3,get_grayval_interpolated.hdev,main,This example demonstrates how to use the operator get_grayval_contour_xld.,"hdev,halcon-25.05.0.0,file-v1.2"
a419327b,gen_image_interleaved.hdev,main,This example program shows how to use gen_image_interleaved.  It performs various transformations of an image matrix with interleaved pixels into a three-channel HALCON image. First of all an image ma...,"hdev,halcon-25.05.0.0,file-v1.2"
bd569955,area_center_gray.hdev,main,This program checks the accuracy of the gray value features that are returned by area_center_gray.  This is done by comparing the results of the output of the corresponding region feature operator are...,"hdev,halcon-25.05.0.0,file-v1.2"
88f0754b,cooc_feature_image.hdev,main,Calculate a co-occurrence matrix and derive gray value features thereof,"hdev,halcon-25.05.0.0,file-v1.2"
08fce4dd,cooc_feature_matrix.hdev,main,This example shows how to calculate co-occurrence matrices from given image regions and how to derive gray value features from these co-occurrence matrices.,"hdev,halcon-25.05.0.0,file-v1.2"
0b81a985,elliptic_axis_gray.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
5020de31,entropy_gray.hdev,main,Determine the entropy and anisotropy of images,"hdev,halcon-25.05.0.0,file-v1.2"
f1ce13fc,estimate_noise.hdev,main,"This program shows how to use estimate_noise. The program estimates the standard deviation of the noise within 8 example images, which show different degree of textured regions. Additionally, artifici...","hdev,halcon-25.05.0.0,file-v1.2"
2eb2e01c,fuzzy_entropy.hdev,main,Determine the fuzzy entropy of regions,"hdev,halcon-25.05.0.0,file-v1.2"
866fccac,fuzzy_perimeter.hdev,main,Calculate the fuzzy perimeter of a region,"hdev,halcon-25.05.0.0,file-v1.2"
1cef4ff5,gen_cooc_matrix.hdev,main,Calculate the co-occurrence matrices of two regions in an image,"hdev,halcon-25.05.0.0,file-v1.2"
bd0acb71,gray_features.hdev,main,Calculation of standard and gray value image features,"hdev,halcon-25.05.0.0,file-v1.2"
dcff1ee0,gray_histo.hdev,main,Calculate the gray value distribution of two regions of an image,"hdev,halcon-25.05.0.0,file-v1.2"
e906dcef,gray_histo_range.hdev,main,This example shows how to use gray_histo_range to calculate the gray value histogram of an image in a user-defined gray value range and bin size.,"hdev,halcon-25.05.0.0,file-v1.2"
7b6230b9,gray_moments.hdev,main,Calculate gray value moments and approximation by a plane,"hdev,halcon-25.05.0.0,file-v1.2"
0c308677,gray_projections.hdev,main,Calculate horizontal and vertical gray-value projections of a region,"hdev,halcon-25.05.0.0,file-v1.2"
0f7f4248,histo_2dim.hdev,main,Calculate the histogram of two-channel gray value images,"hdev,halcon-25.05.0.0,file-v1.2"
e788da13,intensity.hdev,main,Calculate the mean and deviation of gray values of regions of an image,"hdev,halcon-25.05.0.0,file-v1.2"
7451b3ab,min_max_gray.hdev,main,Determine the minimum and maximum gray values within two regions,"hdev,halcon-25.05.0.0,file-v1.2"
50567228,tile_channels.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
e6707bee,tile_channels_reduced.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
6d7dad94,tile_images.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
f9b7310d,tile_images_offset.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
69b1dee7,tile_images_reduced.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
0be34f51,tile_images_size.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
4239db3b,paint_xld.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
ee7ed54b,set_grayval.hdev,main,,"hdev,halcon-25.05.0.0,file-v1.2"
de57f99a,image_source_create.hdev,main,This example shows how to create an image source handle. Note: The example might fail if some of the used GenICam standard features are not supported.,"hdev,halcon-25.05.0.0,file-v1.2"
173829ec,image_source_frame_rate.hdev,main,This example shows how to measure the frame rate. In order to achieve the maximum frame rate: - Check the plugin documentation and optimize your system depending on the used transport layer (GigE Visi...,"hdev,halcon-25.05.0.0,file-v1.2"
6a709780,image_source_information.hdev,main,Program to gather information about the available image sources in the system. Please attach the resulting files when requesting support. Please indicate the destination folder for the output files.,"hdev,halcon-25.05.0.0,file-v1.2"
09c5ec4c,image_source_modules.hdev,main,This example shows the different modules of the image source and how to access them. A module tree is displayed with the following structure: Plugin1 L Interface1 L Device1 L Device2 Plugin2 L Interfa...,"hdev,halcon-25.05.0.0,file-v1.2"
92a75bea,image_source_parameters.hdev,main,This example shows how to query and display all available parameters. Enable/disable writing of parameter information into file. Adjust the filename to your needs.,"hdev,halcon-25.05.0.0,file-v1.2"
eacd99e1,image_source_pixel_format.hdev,main,This example shows how to query and test the device supported pixel formats. Note: The example might fail if some of the used GenICam standard features are not supported.,"hdev,halcon-25.05.0.0,file-v1.2"
539991e4,image_source_plugin_path.hdev,main,This example shows how to use a non-MVTec plugin. The mvtec_gigevision plugin has been used to exemplarize how to select a plugin indicating the full path of the .cti file. Note: For information about...,"hdev,halcon-25.05.0.0,file-v1.2"
dc935ed9,image_source_query_devices.hdev,main,This example shows how to query all devices. Note: The example might fail if some of the used GenICam standard features are not supported.,"hdev,halcon-25.05.0.0,file-v1.2"
46edb726,image_source_query_plugins.hdev,main,"This example shows how to query plugins and how to list devices from a plugin handle. Note: For information about plugins, please check the documentation.","hdev,halcon-25.05.0.0,file-v1.2"
61a86355,image_source_simple.hdev,main,This example shows how to connect and acquire an image from an image source.,"hdev,halcon-25.05.0.0,file-v1.2"
8dbecc6e,image_source_trigger_hardware.hdev,main,This example demonstrates how to use the hardware trigger functionality. Note: The example might fail if some of the used GenICam standard features are not supported.,"hdev,halcon-25.05.0.0,file-v1.2"
84b7d409,image_source_trigger_software.hdev,main,This example demonstrates how to use the software trigger functionality in the case that the software trigger command and the fetching of the images run in the same thread. Note: The example might fai...,"hdev,halcon-25.05.0.0,file-v1.2"
14e66c73,image_source_trigger_software_multithread.hdev,main,This example demonstrates how to use the software trigger functionality in the case that the main thread sends the software trigger signal and another thread waits for images and processes them. Note:...,"hdev,halcon-25.05.0.0,file-v1.2"
92c5f447,apply_bead_inspection_model.hdev,main,This example shows how to use bead inspection to verify adhesive beads. Bead inspection can be used to detect the following errors: - segments where adhesive is missing - segments with too much or too...,"hdev,halcon-25.05.0.0,file-v1.2"
9b30a5a4,write_ocv.hdev,main,Saving an OCV tool to file,"hdev,halcon-25.05.0.0,file-v1.2"
